label,message,char_count,word_count,cleaned
safe,Aight what time you want me to come up?,39,9,aight time want come
safe,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,120,28,slaaaaav must summon time dont wish come anymor
safe,Your bill at 3 is å£33.65 so thats not bad!,43,10,bill that bad
safe,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,169,36,let know chang next hr even appendix age rang howev imposs chill let know hr
safe,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",101,23,hello yeah ive got bath need hair ill come im done yeah
safe,So how's the weather over there?,32,6,how weather
safe,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",150,30,ok much though hm friday cant wait dunno wot hell im gonna anoth week becom slob oh wait alreadi done
safe,Die... Now i have e toot fringe again...,40,8,die e toot fring
safe,Lol they don't know about my awesome phone. I could click delete right now if I want.,85,17,lol dont know awesom phone could click delet right want
safe,Ok,2,1,ok
safe,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",135,26,awesom question cute answer someon ask boy ur life smile amp answer fine gudnit
safe,Please leave this topic..sorry for telling that..,49,7,pleas leav topicsorri tell
safe,Pls send me the correct name da.,32,7,pl send correct name da
safe,What happened to our yo date?,29,6,happen yo date
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,153,31,eastend tv quiz flower dot compar violet e tulip f lili txt e f chanc win cash wkentp
safe,Webpage s not available!,24,4,webpag avail
safe,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,74,15,woke yeesh late didnt fall asleep til ltgt
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,141,22,unsubscrib servic get ton sexi babe hunk straight phone go httpgotbabescouk subscript
safe,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",242,45,dear know ltgt th ltgt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail
safe,K..k...from tomorrow onwards started ah?,40,5,kkfrom tomorrow onward start ah
safe,What u talking bout early morning? It's almost noon where your at!,66,12,u talk bout earli morn almost noon
safe,Fine. Do you remember me.,25,5,fine rememb
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",147,28,hi babe jordan r u im home abroad lone text back u wanna chat xxsp visionsmscom text stop stopcost p
safe,Ok. How many should i buy.,26,6,ok mani buy
safe,"Sounds good, keep me posted",27,5,sound good keep post
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,121,25,get brand new mobil phone agent mob plu load goodi info text mat
safe,Ok. So april. Cant wait,23,5,ok april cant wait
safe,Boy you best get yo ass out here quick,38,9,boy best get yo ass quick
safe,Ay wana meet on sat?Ì_ wkg on sat?,34,8,ay wana meet sat wkg sat
safe,I'm now but have to wait till 2 for the bus to pick me.,55,14,im wait till bu pick
safe,Apart from the one i told you about yesterday?,46,9,apart one told yesterday
safe,Ok lor... But buy wat?,22,5,ok lor buy wat
safe,Somebody should go to andros and steal ice,42,8,somebodi go andro steal ice
safe,Don know. I did't msg him recently.,35,7,know didt msg recent
safe,Take us out shopping and Mark will distract Isaiah.=D,53,9,take us shop mark distract isaiahd
safe,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",112,23,mum hope great day hope text meet well full life great day abiola
safe,There is no sense in my foot and penis.,39,9,sens foot peni
safe,Okay but i thought you were the expert,38,8,okay thought expert
safe,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,129,29,deep sigh miss realli surpris havent gone net cafe yet get dont miss
safe,S.s:)i thinl role is like sachin.just standing. Others have to hit.,67,11,ssi thinl role like sachinjust stand other hit
safe,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,147,29,great trip india bring light everyon project everyon lucki see smile bye abiola
safe,"And very importantly, all we discuss is between u and i only.",61,12,importantli discuss u
safe,K..k:)how about your training process?,38,5,kkhow train process
safe,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,82,22,ok lor ned go toa payoh return smth u wan send wat
safe,In da car park ,15,4,da car park
safe,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,153,34,wish hold tightli make see import much mean much need life
safe,So i asked how's anthony. Dad. And your bf,42,9,ask how anthoni dad bf
safe,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",155,27,wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb
safe,What Today-sunday..sunday is holiday..so no work..,50,6,todaysundaysunday holidayso work
safe,Am going to take bath ill place the key in window:-),52,11,go take bath ill place key window
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,140,27,lord ringsreturn king store nowrepli lotr june chanc win lotr soundtrack cd stdtxtrate repli stop end txt
safe,"Dear, take care. I am just reaching home.love u a lot.",54,11,dear take care reach homelov u lot
safe,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,49,1,staffsciencenusedusgphyhcmkteachingpc
safe,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,67,12,emigr someth ok mayb bit hope
safe,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,139,27,olol print forum post guy exact prob fix gpu replac hope dont ignor
safe,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,110,19,walk mom right stagwood pass right winterston left victor hill address ltgt
safe,"Yo, you at jp and hungry like a mofo?",37,9,yo jp hungri like mofo
safe,This is all just creepy and crazy to me.,40,9,creepi crazi
safe,Ok... I din get ur msg...,25,6,ok din get ur msg
safe,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,113,20,tessypl favor pl convey birthday wish nimyapl dnt forget today birthday shija
safe,Pathaya enketa maraikara pa',28,4,pathaya enketa maraikara pa
safe,Even if he my friend he is a priest call him now,48,12,even friend priest call
safe,"U so lousy, run already come back then half dead... Hee...",58,11,u lousi run alreadi come back half dead hee
safe,That's y i said it's bad dat all e gals know u... Wat u doing now?,66,16,that said bad dat e gal know u wat u
safe,Or remind me in a few hrs.,26,7,remind hr
safe,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",297,64,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc ltgt way could get till mid march hope pay back
safe,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,148,30,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank
safe,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,149,33,hello hun ru way im good date guy met walkabout far meet soon how everyon els
safe,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,154,31,lol gonna last month cash left ltgt case collect week caus announc blog
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,112,19,good luck draw take place th feb good luck remov send stop custom servic
safe,Short But Cute : \ Be a good person ,36,9,short cute good person
safe,Just haven't decided where yet eh ?,35,7,havent decid yet eh
safe,"Wat time liao, where still got.",31,6,wat time liao still got
safe,Yes watching footie but worried we're going to blow it - Phil Neville?,70,13,ye watch footi worri go blow phil nevil
safe,I wait 4 Ì_ inside da car park...,33,8,wait insid da car park
safe,Uncle Abbey! Happy New Year. Abiola,35,6,uncl abbey happi new year abiola
safe,Now am free call me pa.,23,6,free call pa
safe,R u saying i should re order the slippers cos i had to pay for returning it.,76,17,r u say order slipper co pay return
safe,Stop knowing me so well!,24,5,stop know well
safe,Good evening! this is roger. How are you?,41,8,good even roger
safe,Small problem in auction:)punj now asking tiwary,48,7,small problem auctionpunj ask tiwari
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,143,30,free entri weekli comp chanc win ipod txt pod get entri std txt rate tc appli detail
safe,He telling not to tell any one. If so treat for me hi hi hi,59,15,tell tell one treat hi hi hi
safe,My uncles in Atlanta. Wish you guys a great semester.,53,10,uncl atlanta wish guy great semest
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,139,29,st wk free gr tone str u wk txt nokia classic nokia tone hit poli nokiap polyp
safe,U coming 2 pick me?,19,5,u come pick
safe,Thats cool. i liked your photos. You are very sexy!,51,10,that cool like photo sexi
safe,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,122,25,would u fuckin believ didnt know thur pre book cancel need b sack
safe,"Haha better late than ever, any way I could swing by?",53,11,haha better late ever way could swing
safe,Ok. But i finish at 6.,22,6,ok finish
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",156,29,lookatm thank purchas video clip lookatm youv charg p think better send video mmsto
safe,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,155,32,ive bar b q store lifethi twat orang dungere came ask want deck got first punch
safe,So no messages. Had food?,25,5,messag food
safe,Ok going to sleep. Hope i can meet her.,39,9,ok go sleep hope meet
safe,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,119,26,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem
safe,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,104,22,let know detail fri u find co im tom fri mention chines thank
safe,You're right I have now that I think about it,45,10,your right think
safe,Wat r u doing now?,18,5,wat r u
safe,Is ur lecture over?,19,4,ur lectur
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,144,33,sexi sexi cum text im wet warm readi porn u fun msg free recd msg p inc vat cancel text stop
safe,Customer place i will call you,30,6,custom place call
safe,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,91,17,plan yet go join compani jan onlydon know happen
safe,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),156,28,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano
safe,"Haha I heard that, text me when you're around",45,9,haha heard text your around
safe,I.ll get there tomorrow and send it to you,42,9,ill get tomorrow send
safe,\SHIT BABE.. THASA BIT MESSED UP.YEH,36,6,shit babe thasa bit mess upyeh
safe,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,113,25,oh that late well good night give u call tomorrow iam go go sleep night night
safe,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",141,23,cheer u tex mecaus u werebor yeah okden hunni r uin wk satsound likeyour havin grfun j keep updat countinlot lovem xxxxx
safe,"Sorry,  in meeting I'll call you later",38,7,sorri meet ill call later
safe,Yo! Howz u? girls never rang after india. L,43,9,yo howz u girl never rang india l
safe,Yeah but which is worse for i,29,7,yeah wors
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,145,23,hard live chat pmin choos girl connect live call cheap chat uk biggest live servic vu bcmwcnxx
safe,I tagged MY friends that you seemed to count as YOUR friends.,61,12,tag friend seem count friend
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,160,33,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx
safe,Ok...,5,1,ok
safe,Long time. You remember me today.,33,6,long time rememb today
safe,Havent shopping now lor i juz arrive only,41,8,havent shop lor juz arriv
safe,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,60,12,thank u better work caus feel use otherwis
safe,Are you up for the challenge? I know i am :),44,11,challeng know
safe,How much did ur hdd casing cost.,32,7,much ur hdd case cost
safe,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,87,16,mysteri solv open email he sent anoth batch isnt sweeti
safe,I can't describe how lucky you are that I'm actually awake by noon,66,13,cant describ lucki im actual awak noon
spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,152,28,nd time tri contact u u prize claim call b tcsstop sm ppm
safe,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",148,30,today sorri day ever angri ever misbehav hurt plz plz slap urself bcoz ur fault im basic good
safe,Cheers for the card ... Is it that time of year already?,56,12,cheer card time year alreadi
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",101,19,hot live fantasi call p per min ntt ltd po box croydon cr wb k
safe,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148,26,peopl see msg think iam addict msging wrong bcoz dont know iam addict sweet friend bslvyl
safe,Ugh hopefully the asus ppl dont randomly do a reformat.,55,10,ugh hope asu ppl dont randomli reformat
safe,"Haven't seen my facebook, huh? Lol!",35,6,havent seen facebook huh lol
safe,"Mah b, I'll pick it up tomorrow",31,7,mah b ill pick tomorrow
safe,Still otside le..u come 2morrow maga..,38,6,still otsid leu come morrow maga
safe,Do u still have plumbers tape and a wrench we could borrow?,59,12,u still plumber tape wrench could borrow
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",114,17,dear voucher holder claim week offer pc pleas go httpwwwetlpcoukreward tsc appli
safe,It vl bcum more difficult..,27,5,vl bcum difficult
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,159,27,ur go bahama callfreefon speak live oper claim either bahama cruis cash opt txt x
safe,Havent still waitin as usual... ÌÏ come back sch oredi?,55,10,havent still waitin usual come back sch oredi
safe,In meeting da. I will call you,30,7,meet da call
safe,K k :-):-) then watch some films.,33,7,k k watch film
safe,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,92,20,cinema plu drink appeal tomo fr thriller director like mac
safe,There the size of elephant tablets & u shove um up ur ass!!,59,13,size eleph tablet u shove um ur ass
safe,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",160,31,mani peopl seem special first sight remain special till last sight maintain till life end take cr da
safe,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",130,24,parent kidz friend n colleagu scream surpris wait sofa nake
safe,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,112,28,dunno juz askin co got card got salon call hair sens tot da one cut ur hair
safe,Good morning pookie pie! Lol hope I didn't wake u up,52,11,good morn pooki pie lol hope didnt wake u
safe,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,65,13,mayb woke fuck wouldnt problem
safe,Happy birthday to you....dear.with lots of love.rakhesh NRI,59,8,happi birthday youdearwith lot loverakhesh nri
safe,Howz that persons story,23,4,howz person stori
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",153,30,nd time tri contact u u pound prize claim easi call p per min btnationalr
safe,X2  &lt;#&gt; . Are you going to get that,41,9,x ltgt go get
safe,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,137,28,hi neva worri bout da truth coz truth lead ur heart least uniqu person like u deserv sleep tight morn
spam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub,148,19,ur award citi break could win summer shop spree everi wk txt store skilgmetscswinawkageperwksub
safe,Is ur paper today in e morn or aft?,35,9,ur paper today e morn aft
safe,I will lick up every drop :) are you ready to use your mouth as well?,69,16,lick everi drop readi use mouth well
safe,And you! Will expect you whenever you text! Hope all goes well tomo ,68,13,expect whenev text hope goe well tomo
safe,Great. P diddy is my neighbor and comes for toothpaste every morning,68,12,great p diddi neighbor come toothpast everi morn
safe,"I av a new number,  . Wil u only use this one,ta.",49,12,av new number wil u use oneta
safe,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,96,20,poke man everyday teach canada abi say hi
safe,7 lor... Change 2 suntec... Wat time u coming?,46,9,lor chang suntec wat time u come
safe,No de.am seeing in online shop so that i asked.,47,10,deam see onlin shop ask
safe,Just curious because my cuz asked what I was up to,50,11,curiou cuz ask
safe,Nice.nice.how is it working?,28,4,nicenicehow work
safe,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,110,21,okay lor wah like def wont let us go haha say term condit
safe,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,97,20,haha yup hope lose kg mon hip hop go orchard weigh
safe,She's good. How are you. Where r u working now,46,10,she good r u work
safe,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",90,18,oh ye ive littl weather ive kind coccoon home
safe,At home also.,13,3,home also
safe,This phone has the weirdest auto correct.,41,7,phone weirdest auto correct
safe,Oops my phone died and I didn't even know. Yeah I like it better.,65,14,oop phone die didnt even know yeah like better
safe,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,134,34,havent mu ask u st wat meet lunch den u n meet alreadi lor u wan go ask da ge st confirm w asap
safe,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",145,34,said u mind go bedroom minut ok sed sexi mood came minut latr wid caken wife
safe,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",131,25,oh yeahand hav great time newquaysend postcard look girl im goneu know im talkin boutxx
safe,We got a divorce. Lol. She.s here,33,7,got divorc lol she
safe,What's ur pin?,14,3,what ur pin
safe,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",105,24,babe got enough money pick bread milk ill give back get home
safe,I want snow. It's just freezing and windy.,42,8,want snow freez windi
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,159,28,urgent tri contact u today draw show prize guarante call land line claim valid hr
safe,Come to mahal bus stop.. &lt;DECIMAL&gt;,40,6,come mahal bu stop ltdecimalgt
safe,Don know:)this week i'm going to tirunelvai da.,47,8,knowthi week im go tirunelvai da
safe,Me too baby! I promise to treat you well! I bet you will take good care of me...,80,18,babi promis treat well bet take good care
safe,Its like that hotel dusk game i think. You solve puzzles in a area thing,72,15,like hotel dusk game think solv puzzl area thing
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",157,24,thank rington order refer number x mobil charg tone arriv pleas call custom servic
safe,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",150,32,hi love goe day fuck morn woke drop cell way stair seem alright phew miss
safe,Well that must be a pain to catch,33,8,well must pain catch
safe,Sorry da thangam.it's my mistake.,33,5,sorri da thangamit mistak
safe,I need... Coz i never go before ,32,7,need coz never go
safe,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",281,58,rose redr bloodblood heartheart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri
safe,Wife.how she knew the time of murder exactly,44,8,wifehow knew time murder exactli
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",136,26,six chanc win cash pound txt csh send cost pday day tsandc appli repli hl info
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,142,24,ur cashbal current pound maxim ur cashin send collect pmsg cc po box tcrw
safe,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",102,19,feel like dick keep sleep text facebook messag sup town
safe,No plm i will come da. On the way.,34,9,plm come da way
safe,Guess he wants alone time. We could just show up and watch when they do..,73,15,guess want alon time could show watch
safe,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),149,24,height recycl read twice peopl spend time earn money money spent spend time good morn keep smile
safe,Yup Ì_ not comin :-(,20,5,yup comin
safe,"Yes, princess. Toledo.",22,3,ye princess toledo
safe,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",92,20,aight text your back mu ill swing need somebodi get door
safe,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,86,18,ron say fri leh n said ding tai feng cant make reserv said wait lor
safe,Good. No swimsuit allowed :),28,5,good swimsuit allow
safe,Am okay. Will soon be over. All the best,40,9,okay soon best
safe,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,90,16,cute thought friendship necessari share everi secret ur close frnd
safe,Ok i've sent u da latest version of da project.,47,10,ok ive sent u da latest version da project
safe,Good Morning my Dear........... Have a great &amp; successful day.,66,10,good morn dear great amp success day
safe,Pls accept me for one day. Or am begging you change the number.,63,13,pl accept one day beg chang number
safe,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,147,34,squeeeeez christma hug u lik frndshp den hug back u get u r cute u r luvd u r lucki none peopl hate u
safe,"Its ok, if anybody asks abt me, u tel them..:-P",47,10,ok anybodi ask abt u tel themp
safe,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",151,26,funni fact nobodi teach volcano erupt tsunami aris hurrican sway aroundn teach hw choos wife natur disast happen
safe,* You gonna ring this weekend or wot?,37,8,gonna ring weekend wot
safe,Also track down any lighters you can find,41,8,also track lighter find
safe,"Sorry, I can't help you on this.",32,7,sorri cant help
safe,"Babe, I need your advice",24,5,babe need advic
safe,"I‰Û÷ll leave around four, ok?",29,5,ill leav around four ok
safe,Come to medical college at 7pm ......forward it da,50,9,come medic colleg pm forward da
safe,K:)k..its good:)when are you going?,35,5,kkit goodwhen go
safe,I can make lasagna for you... vodka...,38,7,make lasagna vodka
safe,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,41,11,hi kate u give ring asap xxx
safe,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,118,26,peopl tour thought sofa thing sent curiou sugar
safe,"No, but you told me you were going, before you got drunk!",57,12,told go got drunk
safe,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,115,24,fuck chicken messag would late woould buzz didnt hear word
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",157,26,congratul thank good friend u xma prize claim easi call p per minut btnationalr
safe,I'm always looking for an excuse to be in the city.,51,11,im alway look excus citi
safe,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,82,16,yup im still coffe wif fren fren drove shell give lift
safe,O shore are you takin the bus,29,7,shore takin bu
safe,So u gonna get deus ex?,23,6,u gonna get deu ex
safe,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,72,14,send email mind ltgt time per night
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",173,30,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
safe,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,72,18,tap spile seven pub ga st broad st canal ok
safe,Ok then i come n pick u at engin?,33,9,ok come n pick u engin
safe,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,111,25,never want tell im short onedg late
safe,Raviyog Peripherals bhayandar east,34,4,raviyog peripher bhayandar east
safe,K actually can you guys meet me at the sunoco on howard? It should be right on the way,86,19,k actual guy meet sunoco howard right way
spam,You have 1 new voicemail. Please call 08719181513.,50,8,new voicemail pleas call
safe,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",121,24,moon come color dream star make music sm give warm peac sleep good night
safe,Just finished eating. Got u a plate. NOT leftovers this time.,61,11,finish eat got u plate leftov time
safe,Thanx a lot...,14,3,thanx lot
safe,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,120,26,hurri home u big butt hang last caller u food done im starv dont ask cook
safe,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,78,16,lol right diet everyday cheat anyway im meant fatti
safe,Its a great day. Do have yourself a beautiful one.,50,10,great day beauti one
safe,What happened in interview?,27,4,happen interview
safe,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444,71,solv case man found murder ltdecimalgt ltgt afternoon wife call polic polic question everyon wife siri sleep murder took place cook cook garden pick veget housemaid went post offic children went play neighbour went marriag polic arrest murder immedi who repli reason u r brilliant
safe,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,79,13,badrith chennaii sure pick usno competit
safe,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,84,17,tot group mate lucki havent repli wat time need leav
safe,Hey you around? I've got enough for a half + the ten I owe you,62,15,hey around ive got enough half ten owe
safe,Hey tmr maybe can meet you at yck,33,8,hey tmr mayb meet yck
